ccode,startyear,caseList,durationMons,VicSide3,Const,rgdpna,polity2,tpop,milper,relfrac,ethfrac,lmtnest,sos,coup,Oil,rebInt,govInt,Incomp
345,1991,Croatian irregulars,3,2,1,1.23291401733394,-5,10.0829299685792,5.12989871492307,0.641799986362457,0.753812432289124,2.66722822189331,0,0,0,0,0,0
345,1998,UCK,15,1,1,1.55506204515694,-6,9.27190572763434,4.65396035015752,0.641799986362457,0.753812432289124,2.66722822189331,0,0,0,1,0,0
346,1992,Serbian Republic of Bosnia-Herzegovina,43,1,1,0.080165950074518,0,8.39140318535794,4.0943445622221,0.709800004959106,0.697153210639954,4.11903715133667,0,0,0,1,0,0
346,1992,Serbian irregulars,42,1,1,0.080165950074518,0,8.39140318535794,4.0943445622221,0.709800004959106,0.697153210639954,4.11903715133667,0,0,0,1,0,0
346,1993,Autonomous Province of Western Bosnia,22,2,1,0.0524568398378597,0,8.39705739017626,4.0943445622221,0.709800004959106,0.697153210639954,4.11903715133667,0,0,0,0,0,0
346,1993,Croatian Republic of Bosnia-Herzegovina,14,1,1,0.0524568398378597,0,8.39705739017626,4.0943445622221,0.709800004959106,0.697153210639954,4.11903715133667,0,0,0,1,0,0
346,1993,Croatian irregulars,10,1,1,0.0524568398378597,0,8.39705739017626,4.0943445622221,0.709800004959106,0.697153210639954,4.11903715133667,0,0,0,1,0,0
359,1992,PMR,4,1,1,1.11911105868648,5,8.3774712482411,2.19722457733622,0.0392000079154968,0.551569521427155,0,0,0,0,0,0,0
360,1989,NSF,0,2,1,2.07446201685228,-2,10.0498364488713,5.33271879326537,0.470399975776672,0.252163052558899,2.89037179946899,0,0,0,0,0,1
365,1990,Republic of Armenia,16,0,1,1.89224221434965,0,12.5473333988832,8.13153071060425,0.445599973201752,0.333092987537384,2.72129535675049,0,0,1,0,0,0
365,1990,APF,0,2,1,1.89224221434965,0,12.5473333988832,8.13153071060425,0.445599973201752,0.333092987537384,2.72129535675049,0,0,1,0,0,0
365,1993,Parliamentary Forces,0,2,1,2.23465487882669,3,11.9059535529747,7.3132203870903,0.445599973201752,0.333092987537384,2.72129535675049,0,1,1,0,0,1
365,1994,Chechen Republic of Ichkeria,21,1,1,2.10003741896897,3,11.9047513131519,7.24422751560335,0.445599973201752,0.333092987537384,2.72129535675049,0,0,1,0,0,0
365,1999,Chechen Republic of Ichkeria,99,0,1,2.04702224708834,3,11.8995203109947,6.80239476332431,0.445599973201752,0.333092987537384,2.72129535675049,0,0,1,0,0,0
365,1999,Wahhabi movement of the Buinaksk district,0,2,1,2.04702224708834,3,11.8995203109947,6.80239476332431,0.445599973201752,0.333092987537384,2.72129535675049,0,0,1,0,0,0
365,2007,Forces of the Caucasus Emirate,25,2,1,2.63569747546845,4,11.8643918679794,6.93439720992856,0.445599973201752,0.333092987537384,2.72129535675049,0,1,1,0,0,0
372,1992,Zviadists,21,2,1,1.08452835560218,4,8.60428789826717,3.2188758248682,0.545400023460388,0.495510041713715,4.12390327453613,0,1,0,0,0,1
372,1992,Republic of Abkhazia,16,1,1,1.08452835560218,4,8.60428789826717,3.2188758248682,0.545400023460388,0.495510041713715,4.12390327453613,1,0,0,0,0,0
372,1992,Republic of South Ossetia,1,1,1,1.08452835560218,4,8.60428789826717,3.2188758248682,0.545400023460388,0.495510041713715,4.12390327453613,0,0,0,0,0,0
372,2004,Republic of South Ossetia,0,1,1,1.43360957286621,7,8.37054761107475,2.63905732961526,0.545400023460388,0.495510041713715,4.12390327453613,0,0,0,0,0,0
373,1993,Military faction (forces of Suret Husseinov),0,2,1,1.02017190498424,-3,8.90490157793514,3.80666248977032,0.133400022983551,0.303524136543274,3.2809112071991,0,1,1,0,0,1
373,1995,OPON Forces,0,2,1,0.659565336388457,-6,8.92092346223069,4.35670882668959,0.133400022983551,0.303524136543274,3.2809112071991,0,1,1,0,0,1
373,2005,Republic of Nagorno-Karabakh,2,0,1,1.51794294764889,-7,9.03503415007613,4.18965474202643,0.133400022983551,0.303524136543274,3.2809112071991,0,0,1,1,0,0
404,1998,"Military Junta for the Consolidation of Democracy, Peace and Justice",11,2,1,-0.27329884688395,0,7.05703698169789,1.94591014905531,0.544999957084656,0.803756952285767,0,0,1,0,0,1,1
420,1981,NRC,1,2,1,0.499911917322486,7,6.4281052726846,0,0.181800007820129,0.727814793586731,0,0,1,0,0,1,1
432,1990,MPA,5,1,1,-0.449321149108226,-7,9.00650913169435,2.56494935746154,0.181800007820129,0.778310716152191,0.336472243070602,1,0,0,0,0,0
432,1994,FIAA,2,0,1,-0.538288486365884,7,9.25550492393056,2.484906649788,0.181800007820129,0.778310716152191,0.336472243070602,1,0,0,0,0,0
432,2007,ATNMC,28,2,1,-0.0641696472937516,7,9.42367598229931,1.94591014905531,0.181800007820129,0.778310716152191,0.336472243070602,0,0,0,0,0,0
433,1990,MFDC,4,0,1,0.225837415463681,-1,8.89535561699639,2.89037175789616,0.149600028991699,0.722772240638733,0,0,0,0,0,0,0
433,1992,MFDC,10,1,1,0.189618153505126,-1,8.94949495347796,2.89037175789616,0.149600028991699,0.722772240638733,0,0,0,0,0,0,0
433,1995,MFDC,8,0,1,0.161491424198218,-1,9.02965747185074,2.63905732961526,0.149600028991699,0.722772240638733,0,0,0,0,0,0,0
433,1997,MFDC,21,0,1,0.190069019056753,-1,9.08273424737104,2.63905732961526,0.149600028991699,0.722772240638733,0,0,0,0,0,0,0
433,2000,MFDC,20,0,1,0.266097819766837,8,9.15704507491796,2.19722457733622,0.149600028991699,0.722772240638733,0,0,0,0,0,0,0
433,2003,MFDC,11,1,1,0.312332412364816,8,9.22670572606245,2.63905732961526,0.149600028991699,0.722772240638733,0,0,0,0,0,0,0
435,1975,POLISARIO,36,0,1,0.6629709092006,-7,7.22329567956231,1.09861228866811,0,0.3354172706604,0,0,0,0,0,0,0
436,1994,CRA,5,1,1,-0.66163327044636,8,9.08772065842827,1.6094379124341,0.319999992847443,0.732588052749634,1.13140213489532,0,0,0,0,0,0
436,1995,FDR,0,0,1,-0.663213379651028,8,9.12161844191538,1.6094379124341,0.319999992847443,0.732588052749634,1.13140213489532,0,0,0,0,0,0
436,2007,MNJ,15,1,1,-0.584404066082117,6,9.5085913957772,1.6094379124341,0.319999992847443,0.732588052749634,1.13140213489532,0,0,0,0,0,1
437,2002,MPCI,3,1,1,0.354952260983587,0,9.76772510152213,2.83321334405622,0.559199988842011,0.859293460845947,0.336472243070602,0,0,0,0,0,1
437,2002,MPIGO,4,1,1,0.354952260983587,0,9.76772510152213,2.83321334405622,0.559199988842011,0.859293460845947,0.336472243070602,0,0,0,0,0,1
437,2004,FRCI,1,1,1,0.29319813877562,0,9.82800941136017,2.83321334405622,0.559199988842011,0.859293460845947,0.336472243070602,0,0,0,0,0,1
438,2000,RFDG,15,0,1,0.0682736959570182,-1,8.9132811377118,2.30258509299405,0.266200006008148,0.749607503414154,1.43508458137512,0,1,0,0,0,1
439,1987,Popular Front,0,2,1,-0.483705723617391,-7,9.02569611981258,2.19722457733622,0.580000042915344,0.678255438804627,0,0,1,0,0,0,1
450,1980,Military faction (forces of Samuel Doe),0,2,1,0.201135773850477,-7,7.52940645783701,1.94591014905531,0.639999985694885,0.82991224527359,0.470003634691238,0,1,0,0,0,1
450,1989,NPFL,9,1,1,-0.0753714185419906,-6,7.78364059622125,1.94591014905531,0.639999985694885,0.82991224527359,0.470003634691238,0,0,0,0,0,1
450,1990,INPFL,1,1,1,-0.791847242527534,0,7.78613643778307,2.07944154167984,0.639999985694885,0.82991224527359,0.470003634691238,0,0,0,0,0,1
450,2000,LURD,36,1,1,-0.83035822328718,0,8.05642676752298,2.70805020110221,0.639999985694885,0.82991224527359,0.470003634691238,0,0,0,0,0,1
450,2003,MODEL,1,1,1,-1.13188372671615,1,8.05134093329298,2.70805020110221,0.639999985694885,0.82991224527359,0.470003634691238,0,0,0,0,0,1
451,1991,RUF,115,1,1,0.0584730758194702,-6,8.3039999709552,1.6094379124341,0.539999961853027,0.76884651184082,0.993251800537109,0,0,0,0,1,1
451,1997,AFRC,31,0,1,-0.683738732704994,0,8.39570329382853,1.6094379124341,0.539999961853027,0.76884651184082,0.993251800537109,0,0,0,0,1,1
451,1997,Kamajors,9,0,1,-0.683738732704994,0,8.39570329382853,1.6094379124341,0.539999961853027,0.76884651184082,0.993251800537109,0,0,0,1,0,1
451,2000,WSB,0,2,1,-0.831343609559491,0,8.48755838628655,1.09861228866811,0.539999961853027,0.76884651184082,0.993251800537109,0,0,0,0,1,1
452,1966,NLC,0,2,1,0.443370490821636,-7,8.98657162526805,3.40119738166216,0.701599955558777,0.706123292446137,0,0,0,0,0,0,1
452,1981,Military faction (forces of Jerry John Rawlings),0,2,1,0.294444560007402,-7,9.31784857969147,2.19722457733622,0.701599955558777,0.706123292446137,0,0,1,0,0,0,1
452,1983,Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo) ,0,2,1,0.105344985244343,-7,9.38848655735966,2.07944154167984,0.701599955558777,0.706123292446137,0,0,1,0,0,0,1
461,1986,MTD,0,2,1,-0.00638404700414276,-7,8.04590874227078,1.94591014905531,0.459999978542328,0.710690259933472,0,0,1,0,0,0,1
471,1960,UPC,23,0,1,0.393486702575686,-6,8.57470709761684,0,0.639999985694885,0.891898572444916,2.92852354049683,0,0,0,0,1,1
471,1984,Military faction (forces of Ibrahim Saleh),0,2,1,0.943779082666977,-8,9.19735644441789,2.70805020110221,0.639999985694885,0.891898572444916,2.92852354049683,0,1,0,0,0,1
475,1966,Military faction (forces of Patrick Nzeogwu),6,2,1,0.22297184039555,-7,10.8185174899429,3.40119738166216,0.580000042915344,0.868931770324707,1.22377550601959,0,1,1,0,0,1
475,1967,Republic of Biafra,30,2,1,0.0272703440706301,-7,10.843162724643,3.55534806148941,0.580000042915344,0.868931770324707,1.22377550601959,0,0,1,0,0,0
475,2004,Ahlul Sunnah Jamaa,1,2,1,0.470750562337095,4,11.7689233531554,4.35670882668959,0.580000042915344,0.868931770324707,1.22377550601959,0,0,1,0,0,0
475,2004,NDPVF,3,1,1,0.470750562337095,4,11.7689233531554,4.35670882668959,0.580000042915344,0.868931770324707,1.22377550601959,0,0,1,0,0,0
481,1964,Military faction (forces loyal to Léon M'Ba),0,2,1,1.85498293609356,-7,6.20253551718792,0,0.4549999833107,0.688142776489258,0.0676586478948593,0,1,1,1,0,1
482,2001,Military faction (forces of André Kolingba),6,2,1,-0.435113026193444,5,8.24800570160062,1.09861228866811,0.782800018787384,0.686299443244934,1.68639898300171,0,1,0,0,1,1
482,2002,Forces of Francois Bozize,2,2,1,-0.459390282012632,5,8.26616443661249,1.09861228866811,0.782800018787384,0.686299443244934,1.68639898300171,0,1,0,0,0,1
482,2006,UFDR,1,1,1,-0.516005060273384,-1,8.33758794211651,1.09861228866811,0.782800018787384,0.686299443244934,1.68639898300171,0,0,0,0,1,1
483,1966,Frolinat,53,0,1,0.0436496607505444,-9,8.12296471523406,1.6094379124341,0.625,0.82627284526825,2.25129175186157,0,0,0,0,1,1
483,1971,First Liberation Army,22,2,1,0.098521973766142,-9,8.22013395715186,2.07944154167984,0.625,0.82627284526825,2.25129175186157,0,0,0,0,1,1
483,1971,Second Liberation Army,6,0,1,0.098521973766142,-9,8.22013395715186,2.07944154167984,0.625,0.82627284526825,2.25129175186157,0,0,0,0,1,1
483,1976,FAN,22,1,1,0.147500942448422,-7,8.32263709695394,2.39789527279837,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1977,FAP,14,2,1,0.0465082085608957,-7,8.34593026197902,2.19722457733622,0.625,0.82627284526825,2.25129175186157,0,0,0,0,1,1
483,1979,FAN,40,2,1,-0.238165967916616,0,8.3845756668014,1.6094379124341,0.625,0.82627284526825,2.25129175186157,0,0,0,0,1,1
483,1982,FAT,4,2,1,-0.306699892480595,0,8.45318786144033,1.09861228866811,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1983,GUNT,22,0,1,-0.184653319721983,0,8.4767877767812,1.38629436111989,0.625,0.82627284526825,2.25129175186157,0,0,0,1,1,1
483,1986,GUNT,11,2,1,-0.0734061191499475,-7,8.54130026675947,3.09104245335832,0.625,0.82627284526825,2.25129175186157,0,0,0,1,1,1
483,1987,CDR,10,2,1,-0.116728117943368,-7,8.56044423341055,3.40119738166216,0.625,0.82627284526825,2.25129175186157,0,0,0,1,1,1
483,1989,Revolutionary Forces of 1 April ,2,0,1,0.0127218089493403,-7,8.62263370387423,3.49650756146648,0.625,0.82627284526825,2.25129175186157,0,1,0,0,0,1
483,1989,MOSANAT,9,0,1,0.0127218089493403,-7,8.62263370387423,3.49650756146648,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1989,Islamic Legion,13,0,1,0.0127218089493403,-7,8.62263370387423,3.49650756146648,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1990,MPS,9,2,1,-0.0532654464956216,-7,8.6459381473068,3.91202300542815,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1991,MDD,14,0,1,0.0056927756715267,-5,8.66888370465667,3.91202300542815,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1991,Military faction (forces of Maldoum Bada Abbas),0,2,1,0.0056927756715267,-5,8.66888370465667,3.91202300542815,0.625,0.82627284526825,2.25129175186157,0,1,0,0,0,1
483,1992,CSNPD,24,1,1,0.0585573544265871,-4,8.69299353121993,3.63758615972639,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1992,CNR,30,0,1,0.0585573544265871,-4,8.69299353121993,3.63758615972639,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1992,FNT,33,1,1,0.0585573544265871,-4,8.69299353121993,3.63758615972639,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1997,MDD,0,0,1,0.0684631325329802,-2,8.81016126829726,3.55534806148941,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1997,FARF,7,1,1,0.0684631325329802,-2,8.81016126829726,3.55534806148941,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,1999,MDJT,36,0,1,0.023454122269698,-2,8.91704256073877,3.40119738166216,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,2005,FUCD,12,1,1,0.413879463196829,-2,9.21223856925926,3.40119738166216,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,2006,RAFD,0,1,1,0.385378486974154,-2,9.24242026543959,3.40119738166216,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
483,2006,UFDD,14,0,1,0.385378486974154,-2,9.24242026543959,3.40119738166216,0.625,0.82627284526825,2.25129175186157,0,0,0,0,0,1
484,1993,Ninjas,2,1,1,1.09238281854557,5,7.80139132029149,2.30258509299405,0.519199967384338,0.657212376594544,0,0,0,1,0,0,1
484,1997,Cocoyes,26,1,1,0.994562483646262,-6,7.91753635394363,2.30258509299405,0.519199967384338,0.657212376594544,0,0,0,1,0,1,1
484,1997,Cobras,4,2,1,0.994562483646262,-6,7.91753635394363,2.30258509299405,0.519199967384338,0.657212376594544,0,0,0,1,1,0,1
484,1998,Ninjas,18,1,1,1.01678967786849,-6,7.93200315236139,2.30258509299405,0.519199967384338,0.657212376594544,0,0,0,1,0,1,1
484,1998,Ntsiloulous,12,1,1,1.01678967786849,-6,7.93200315236139,2.30258509299405,0.519199967384338,0.657212376594544,0,0,0,1,0,1,1
484,2002,Ntsiloulous,6,1,1,1.05231575850726,-4,8.02551638648901,2.30258509299405,0.519199967384338,0.657212376594544,0,0,0,1,0,1,1
490,1960,Independent Mining State of South Kasai,28,2,1,-0.0596052962267214,0,9.55435551776812,3.2188758248682,0.680000007152557,0.901631832122803,1.64865863323212,0,0,0,0,0,0
490,1964,CNL,23,0,1,-0.174269507856875,-6,9.72082593792907,3.2188758248682,0.680000007152557,0.901631832122803,1.64865863323212,0,0,0,0,0,1
490,1967,Military Faction (Forces of Jean Schramme),4,2,1,-0.273594548880674,-9,9.84712881886674,3.55534806148941,0.680000007152557,0.901631832122803,1.64865863323212,0,1,0,0,0,1
490,1977,FLNC,14,2,1,-0.34076330008819,-9,10.0865171919138,3.97029191355212,0.680000007152557,0.901631832122803,1.64865863323212,0,0,0,0,1,1
490,1996,AFDL,7,2,1,-1.32583387519512,0,10.7538948592947,3.91202300542815,0.680000007152557,0.901631832122803,1.64865863323212,0,0,0,1,0,1
490,1998,RCD,40,1,1,-1.447466584205,0,10.8024082958478,3.91202300542815,0.680000007152557,0.901631832122803,1.64865863323212,0,0,0,1,1,1
490,1998,MLC,37,1,1,-1.447466584205,0,10.8024082958478,3.91202300542815,0.680000007152557,0.901631832122803,1.64865863323212,0,0,0,1,1,1
490,2006,CNDP,23,1,1,-1.51265477564913,5,11.0153450679543,4.17438726989564,0.680000007152557,0.901631832122803,1.64865863323212,0,0,0,0,0,1
490,2007,BDK,22,0,1,-1.4798858479037,5,11.043273773787,3.93182563272433,0.680000007152557,0.901631832122803,1.64865863323212,0,0,0,0,0,0
500,1971,Military faction (forces of Idi Amin),0,2,1,-0.144839947998467,-7,9.22296040333229,2.63905732961526,0.724200010299683,0.899465322494507,2.34180569648743,0,1,0,0,0,1
500,1972,Kikosi Maalum,0,2,1,-0.177384468596738,-7,9.25550492393056,2.56494935746154,0.724200010299683,0.899465322494507,2.34180569648743,0,0,0,0,0,1
